original,match,score,product,product_code
cranberries,cranberries,100,cranberries,554
azúcar_remolacha_bruto_,azucar_remolacha,77,sugar_beet,157
almendras_sin_cáscara,almendras_con_cáscara,90,almonds_with_shell,221
nueces_sin_cáscara,nueces_con_cáscara,89,walnuts_with_shell,222
jugo_de_tomate,jugo_tomate,88,juice_tomato,390
crema_nata_fresca,crema_nata_fresca,100,cream_fresh,885
soya_sauce,soya_sauce,100,soya_sauce,239
onions_shallots_green,onions_shallots_green,100,onions_shallots_green,402
vegetables_canned_nes,vegetables_canned_nes,100,vegetables_canned_nes,465
sugar_centrifugal_raw_,sugar_raw_centrifugal,79,sugar_raw_centrifugal,162
cebada_perlada,cebada_perlada,100,barley_pearled,46
salvado_de_cebada,cerveza_de_cebada,71,beer_of_barley,51
harina_semola_de_cebada,harina_semilla_de_mostaza,75,flour_mustard,295
azúcar_no_centrifugada,azúcar_no_centrifugada,100,sugar_non_centrifugal,163
aceite_de_copra,aceite_copra,89,oil_coconut_copra_,252
tortas_de_copra,torta_de_copra,97,cake_copra,253
almendras_de_palma,almendras_peladas,74,almonds_shelled,231
aceite_de_palma,aceite_palma,89,oil_palm,257
aceite_de_almendras_palm,aceite_almendra_de_palma,83,oil_palm_kernel,258
tortas_de_almendras_palm,torta_de_almendra_de_palma,88,cake_palm_kernel,259
semilla_de_sésamo,semilla_de_sésamo_ajonjolí,79,sesame_seed,289
aceite_de_sésamo,aceite_sésamo,90,oil_sesame,290
tortas_de_sésamo,torta_de_sésamo,97,cake_sesame_seed,291
espinacas,espinacas,100,spinach,373
berenjenas,berenjenas,100,eggplants_aubergines_,399
cacao_en_grano,cacao_en_grano,100,cocoa_beans,661
yuca_seca,yuca_seca,100,cassava_dried,128
cocos_deshidratados,huevos_deshidratados,82,eggs_dried,1064
noix_de_coco_desséchées,noix_de_coco_desséchées,100,coconuts_desiccated,250
cítricos_nep,cueros_nep,73,hides_nes,1216
fruta_tropic_fresca_nep,fruta_tropical_fresca_nep,96,fruit_tropical_fresh_nes,603
broad_beans_green,broad_beans_horse_beans_dry,73,broad_beans_horse_beans_dry,181
coffee_green,coffee_green,100,coffee_green,656
cebollas_chalotes_fresc,cebollas_chalotes_verdes,89,onions_shallots_green,402
té,té,100,tea,667
pomme_de_terre_amidon,pommes_de_terre_déchets,73,potato_offals,120
graines_de_moutarde,tourteaux_de_moutarde,70,cake_mustard,294
jus_d_orange_concentré,jus_d_orange_concentré,100,juice_orange_concentrated,492
myrtilles,myrtilles,100,blueberries,552
butter_of_karité_nuts,butter_of_karite_nuts,95,butter_of_karite_nuts,264
jus_de_pamplemousse_conc,jus_de_pamplemousse_concentré,91,juice_grapefruit_concentrated,510
sucre_non_centrifugé,sucre_non_centrifugé,100,sugar_non_centrifugal,163
olives_preserved,olives_preserved,100,olives_preserved,262
fruits_à_noyau_frais_nda,fruits_à_coque_nda,71,nuts_nes,234
soya_paste,soya_paste,100,soya_paste,240
jus_de_mangue,jus_de_pomme,72,juice_apple_single_strength,518
jugo_limon_noconcentrado,jugo_limón_concentrado,91,juice_lemon_concentrated,499
dátiles,dátiles,100,dates,577
nueces_del_brasil,nueces_del_brasil_peladas,81,brazil_nuts_shelled,229
castañas,castañas,100,chestnut,220
aceitunas,aceitunas_olivas,72,olives,260
sucre_centrifugé_brut,sucre_brut_centrifugé,76,sugar_raw_centrifugal,162
plumjuice_concentrated,juice_apple_concentrated,78,juice_apple_concentrated,519
harina_de_arroz,harina_arroz,89,flour_rice,38
cereales_mezclados,cereales_mezcla,91,grain_mixed,103
patatas_congeladas,papas_congeladas,88,potatoes_frozen,118
vezas,veza,89,vetches,205
harina_de_legumbres,harina_legumbres,91,flour_pulses,212
pistachos,pistachos,100,pistachios,223
avellanas_sin_cáscara,avellanas_con_cáscara,90,hazelnuts_with_shell,225
nueces_elab_exc_maníes_,nueces_preparadas_exc_manís_,78,nuts_prepared_exc_groundnuts_,235
hongos_secos,hongos_en_conserva,73,mushrooms_canned,451
canneberges,canneberges,100,cranberries,554
kapok_fibre,kapok_fibre,100,kapok_fibre,778
jute,jute,100,jute,780
jus_de_citrons_concentré,jus_de_citron_concentré,98,juice_lemon_concentrated,499
